订单ID,下单时间,城区,小区,服务类型,服务等级,服务时长,订单金额,客户评分,订单来源
NN20250131000256,2025-01-31 11:08,兴宁,联发尚筑,日常保洁,新手,4.0,184,4.1,美团
NN20250104000257,2025-01-04 09:10,兴宁,江宇世纪城,开荒保洁,熟练,4.0,509,4.0,58到家
NN20250117000258,2025-01-17 08:43,良庆,龙光玖珑湖,日常保洁,熟练,4.5,277,4.4,美团
NN20250126000259,2025-01-26 09:00,青秀,山水方园,家电清洗,新手,2.5,134,3.1,小程序
NN20250127000260,2025-01-27 09:01,武鸣,标营新区,家电清洗,熟练,2.0,196,3.8,APP
NN20250102000261,2025-01-02 15:03,青秀,中房翡翠园,深度清洁,熟练,6.0,531,4.3,58到家
NN20250115000262,2025-01-15 10:02,西乡塘,昌泰清华园,日常保洁,新手,4.0,190,3.8,美团
NN20250105000263,2025-01-05 18:56,兴宁,保利山渐青,深度清洁,金牌,7.0,687,3.6,APP
NN20250130000264,2025-01-30 17:32,良庆,绿地国际花都,日常保洁,新手,3.5,192,3.9,APP
NN20250116000265,2025-01-16 16:22,兴宁,保利山渐青,家电清洗,新手,2.5,222,5.0,APP
NN20250108000266,2025-01-08 17:54,武鸣,武鸣碧桂园,日常保洁,金牌,5.5,399,4.7,小程序
NN20250123000267,2025-01-23 13:58,西乡塘,瀚林华府,家电清洗,熟练,3.0,284,3.9,电话
NN20250116000268,2025-01-16 08:05,青秀,中房翡翠园,日常保洁,熟练,3.0,197,4.0,美团
NN20250123000269,2025-01-23 10:58,兴宁,龙基传媒星城,日常保洁,新手,4.5,202,4.1,美团
NN20250123000270,2025-01-23 18:25,西乡塘,瀚林华府,日常保洁,新手,3.5,176,4.1,APP
NN20250121000271,2025-01-21 13:11,西乡塘,大唐天城,开荒保洁,金牌,9.0,1542,3.8,小程序
NN20250119000272,2025-01-19 14:54,武鸣,麒麟御府,日常保洁,新手,4.5,270,4.6,小程序
NN20250116000273,2025-01-16 10:21,兴宁,保利山渐青,日常保洁,新手,4.5,226,4.0,APP
NN20250101000274,2025-01-01 12:13,青秀,保利21世家,日常保洁,熟练,5.0,291,3.8,58到家
NN20250106000275,2025-01-06 14:31,邕宁,合景天峻广场,深度清洁,新手,4.5,337,4.1,小程序
NN20250128000276,2025-01-28 08:18,青秀,莱茵湖畔,家电清洗,新手,1.5,130,4.1,小程序
NN20250129000277,2025-01-29 09:21,西乡塘,昌泰清华园,家电清洗,熟练,2.5,303,4.3,小程序
NN20250107000278,2025-01-07 14:44,江南,南宁奥园,日常保洁,新手,3.5,155,4.3,小程序
NN20250104000279,2025-01-04 08:13,青秀,莱茵湖畔,家电清洗,熟练,2.0,178,3.9,58到家
NN20250113000280,2025-01-13 10:23,邕宁,合景天峻广场,日常保洁,新手,4.0,201,4.8,APP
NN20250105000281,2025-01-05 18:06,青秀,万达公馆,开荒保洁,熟练,7.0,941,3.0,美团
NN20250122000282,2025-01-22 15:36,邕宁,大唐盛世,日常保洁,熟练,5.5,305,4.1,小程序
NN20250119000283,2025-01-19 17:09,青秀,山水方园,深度清洁,金牌,4.5,456,4.5,美团
NN20250107000284,2025-01-07 18:09,邕宁,南宁宝能城市广场,日常保洁,熟练,5.5,308,4.5,小程序
NN20250128000285,2025-01-28 12:33,江南,龙光普罗旺斯,开荒保洁,熟练,6.0,721,3.4,58到家
NN20250131000286,2025-01-31 09:59,青秀,山水方园,日常保洁,新手,4.0,213,3.6,58到家
NN20250116000287,2025-01-16 17:38,江南,绿港阳光城,日常保洁,新手,4.0,194,3.9,美团
NN20250124000288,2025-01-24 15:58,良庆,合景天汇广场,日常保洁,金牌,4.0,259,4.5,58到家
NN20250104000289,2025-01-04 11:08,良庆,华润二十四城,深度清洁,金牌,5.0,499,4.2,小程序
NN20250124000290,2025-01-24 15:48,江南,金湾花城,开荒保洁,熟练,4.5,532,4.7,小程序
NN20250128000291,2025-01-28 16:56,江南,绿港阳光城,日常保洁,金牌,5.5,322,4.1,58到家
NN20250127000292,2025-01-27 15:32,良庆,恒大绿洲,开荒保洁,新手,4.5,398,3.7,电话
NN20250118000293,2025-01-18 10:53,邕宁,中铁交通天地明珠,日常保洁,熟练,3.5,210,3.8,电话
NN20250109000294,2025-01-09 18:26,江南,龙光普罗旺斯,深度清洁,新手,3.5,236,3.5,美团
NN20250131000295,2025-01-31 12:45,武鸣,万隆国际,深度清洁,熟练,5.5,520,4.4,58到家
NN20250112000296,2025-01-12 16:41,西乡塘,正恒国际广场,日常保洁,新手,3.0,151,3.6,小程序
NN20250109000297,2025-01-09 18:45,武鸣,万隆国际,日常保洁,熟练,3.5,222,3.9,APP
NN20250105000298,2025-01-05 18:31,武鸣,万隆国际,家电清洗,熟练,3.5,376,4.2,电话
NN20250111000299,2025-01-11 11:43,江南,保利城,家电清洗,熟练,3.0,311,4.1,APP
NN20250105000300,2025-01-05 19:51,江南,绿港阳光城,家电清洗,金牌,4.0,545,4.4,美团
NN20250114000301,2025-01-14 13:23,良庆,绿地国际花都,深度清洁,新手,3.0,134,2.5,小程序
NN20250104000302,2025-01-04 14:33,良庆,天誉花园,家电清洗,新手,3.0,247,4.2,电话
NN20250115000303,2025-01-15 10:20,邕宁,世茂茂御府,开荒保洁,熟练,6.5,829,3.9,小程序
NN20250106000304,2025-01-06 17:48,青秀,山水方园,开荒保洁,新手,5.0,474,4.9,58到家
NN20250113000305,2025-01-13 08:02,江南,金湾花城,家电清洗,金牌,4.5,569,4.0,美团
NN20250129000306,2025-01-29 13:19,青秀,龙光君御华府,深度清洁,新手,3.0,209,3.9,电话
NN20250117000307,2025-01-17 17:33,良庆,融创九棠府,家电清洗,新手,3.0,247,4.6,美团
NN20250108000308,2025-01-08 11:46,武鸣,标营新区,开荒保洁,熟练,4.5,671,3.8,小程序
NN20250129000309,2025-01-29 18:16,兴宁,联发尚筑,日常保洁,金牌,5.0,310,3.7,美团
NN20250105000310,2025-01-05 11:44,西乡塘,大嘉汇尚悦,日常保洁,熟练,5.0,261,4.2,小程序
NN20250127000311,2025-01-27 09:32,西乡塘,骋望麓涛,日常保洁,熟练,4.5,247,4.4,APP
NN20250114000312,2025-01-14 12:10,青秀,凤岭春天,家电清洗,熟练,2.5,329,3.9,美团
NN20250104000313,2025-01-04 18:31,青秀,保利21世家,开荒保洁,新手,5.0,492,4.3,小程序
NN20250102000314,2025-01-02 09:52,青秀,荣和大地,家电清洗,熟练,3.0,338,4.2,美团
NN20250129000315,2025-01-29 08:00,邕宁,世茂茂御府,日常保洁,金牌,6.0,388,3.9,小程序
NN20250113000316,2025-01-13 15:17,邕宁,大唐盛世,开荒保洁,熟练,7.0,885,4.2,小程序
NN20250131000317,2025-01-31 10:06,良庆,南宁恒大名都,深度清洁,熟练,6.0,525,4.5,APP
NN20250124000318,2025-01-24 10:30,武鸣,红岭小区,家电清洗,熟练,1.5,190,3.4,美团
NN20250117000319,2025-01-17 19:36,西乡塘,龙光水悦龙湾,家电清洗,熟练,2.5,298,3.8,小程序
NN20250112000320,2025-01-12 18:24,青秀,香格里拉花园,深度清洁,金牌,4.0,431,3.7,美团
NN20250128000321,2025-01-28 15:55,青秀,山水方园,深度清洁,新手,6.0,419,4.0,美团
NN20250115000322,2025-01-15 15:51,江南,盛天领域,家电清洗,熟练,2.0,148,4.2,小程序
NN20250114000323,2025-01-14 08:35,江南,盛天领域,开荒保洁,金牌,8.0,1503,3.6,小程序
NN20250127000324,2025-01-27 08:52,青秀,凤岭春天,日常保洁,熟练,5.0,320,4.1,58到家
NN20250104000325,2025-01-04 11:00,良庆,融创九棠府,家电清洗,新手,2.0,130,4.4,美团
NN20250124000326,2025-01-24 14:06,良庆,万科魅力之城,日常保洁,金牌,4.0,266,4.5,APP
NN20250104000327,2025-01-04 08:59,西乡塘,昌泰清华园,日常保洁,金牌,4.5,277,4.9,小程序
NN20250118000328,2025-01-18 17:30,武鸣,恒泰丽园,开荒保洁,新手,5.5,526,4.2,小程序
NN20250111000329,2025-01-11 14:26,武鸣,标营新区,日常保洁,金牌,6.0,453,3.8,美团
NN20250110000330,2025-01-10 19:35,邕宁,龙光玖珑湾,日常保洁,熟练,4.0,232,3.6,小程序
NN20250121000331,2025-01-21 10:32,江南,金湾花城,开荒保洁,熟练,6.0,737,3.6,电话
NN20250126000332,2025-01-26 08:33,青秀,龙光君御华府,日常保洁,熟练,3.5,225,3.2,美团
NN20250109000333,2025-01-09 10:53,青秀,山水方园,日常保洁,熟练,3.0,194,3.9,美团
NN20250124000334,2025-01-24 18:35,良庆,碧水天和,开荒保洁,熟练,5.0,684,3.2,电话
NN20250131000335,2025-01-31 18:20,武鸣,麒麟御府,日常保洁,新手,4.0,246,4.5,APP
NN20250121000336,2025-01-21 13:48,西乡塘,昌泰清华园,日常保洁,熟练,3.5,188,3.7,电话
NN20250131000337,2025-01-31 10:47,江南,风格雨林,日常保洁,新手,3.5,158,3.1,APP
NN20250102000338,2025-01-02 10:59,良庆,天誉花园,开荒保洁,熟练,7.5,974,4.2,APP
NN20250103000339,2025-01-03 19:20,江南,绿港阳光城,深度清洁,熟练,4.5,354,4.4,58到家
NN20250111000340,2025-01-11 11:48,西乡塘,联发西棠,家电清洗,金牌,5.0,528,3.8,小程序
NN20250129000341,2025-01-29 18:39,邕宁,龙光玖珑湾,家电清洗,熟练,2.5,346,3.7,电话
NN20250130000342,2025-01-30 16:52,兴宁,恒大华府,开荒保洁,熟练,4.0,513,3.9,美团
NN20250131000343,2025-01-31 09:10,武鸣,麒麟御府,深度清洁,新手,5.0,389,4.4,小程序
NN20250129000344,2025-01-29 19:49,江南,盛天领域,开荒保洁,新手,4.5,356,4.7,美团
NN20250119000345,2025-01-19 11:58,良庆,阳光新城,深度清洁,熟练,5.5,466,4.0,美团
NN20250124000346,2025-01-24 17:02,西乡塘,骋望麓涛,日常保洁,熟练,4.0,222,3.9,小程序
NN20250130000347,2025-01-30 15:24,良庆,融创九棠府,日常保洁,新手,3.5,188,3.8,APP
NN20250110000348,2025-01-10 18:56,邕宁,合景天峻广场,家电清洗,新手,2.5,240,4.7,美团
NN20250113000349,2025-01-13 16:35,武鸣,万隆国际,日常保洁,熟练,5.0,324,4.4,电话
NN20250120000350,2025-01-20 12:12,青秀,塞纳维拉花园,开荒保洁,金牌,9.5,2065,4.2,电话
NN20250104000351,2025-01-04 11:46,西乡塘,瀚林华府,日常保洁,熟练,3.5,183,3.6,美团
NN20250122000352,2025-01-22 12:44,西乡塘,昌泰清华园,深度清洁,金牌,8.0,700,4.2,58到家
NN20250123000353,2025-01-23 19:41,江南,金湾花城,日常保洁,熟练,5.5,295,3.8,58到家
NN20250120000354,2025-01-20 09:53,良庆,龙光玖珑湖,家电清洗,新手,2.5,257,3.9,小程序
NN20250128000355,2025-01-28 16:40,青秀,中房翡翠园,深度清洁,熟练,5.0,421,3.6,美团
NN20250105000356,2025-01-05 11:57,兴宁,江宇世纪城,日常保洁,熟练,3.5,185,3.9,美团
NN20250131000357,2025-01-31 17:43,青秀,万正鸣翠谷,日常保洁,新手,4.0,101,3.4,APP
NN20250102000358,2025-01-02 11:48,江南,盛天领域,日常保洁,新手,4.5,213,3.1,APP
NN20250130000359,2025-01-30 15:56,青秀,塞纳维拉花园,日常保洁,熟练,4.5,292,3.8,APP
NN20250121000360,2025-01-21 14:23,西乡塘,骋望麓涛,深度清洁,熟练,7.5,589,4.1,58到家
NN20250116000361,2025-01-16 15:56,西乡塘,大唐天城,家电清洗,熟练,2.0,149,4.3,美团
NN20250127000362,2025-01-27 09:42,青秀,山水方园,日常保洁,新手,4.5,244,4.5,小程序
NN20250114000363,2025-01-14 08:15,青秀,中房翡翠园,深度清洁,新手,4.5,354,4.4,美团
NN20250113000364,2025-01-13 17:36,西乡塘,正恒国际广场,家电清洗,新手,2.0,114,3.8,58到家
NN20250114000365,2025-01-14 17:09,兴宁,盛天东郡,深度清洁,熟练,4.5,362,4.4,电话
NN20250105000366,2025-01-05 17:06,青秀,维也纳森林,深度清洁,新手,5.5,410,4.2,美团
NN20250105000367,2025-01-05 16:52,青秀,山水方园,开荒保洁,熟练,5.5,809,4.4,小程序
NN20250125000368,2025-01-25 17:51,兴宁,联发尚筑,日常保洁,新手,4.0,182,3.8,APP
NN20250129000369,2025-01-29 16:26,良庆,天誉花园,开荒保洁,熟练,6.5,822,4.1,美团
NN20250119000370,2025-01-19 12:16,邕宁,万丰新新传说,深度清洁,熟练,8.0,679,3.7,美团
NN20250118000371,2025-01-18 13:35,江南,汇东星城,家电清洗,熟练,3.5,293,4.4,美团
NN20250126000372,2025-01-26 10:06,青秀,龙光君御华府,开荒保洁,金牌,8.0,1682,4.2,美团
NN20250121000373,2025-01-21 08:51,青秀,华润幸福里,深度清洁,熟练,4.5,392,4.1,58到家
NN20250113000374,2025-01-13 17:41,江南,昌泰鑫金绿洲,日常保洁,熟练,3.5,189,3.3,美团
NN20250130000375,2025-01-30 16:18,青秀,山水方园,深度清洁,熟练,5.0,429,4.2,美团
NN20250109000376,2025-01-09 14:22,西乡塘,荣和摩客社区,深度清洁,熟练,7.0,515,4.0,美团
NN20250127000377,2025-01-27 16:58,西乡塘,瀚林华府,家电清洗,新手,2.0,110,4.2,电话
NN20250104000378,2025-01-04 16:18,良庆,恒大绿洲,开荒保洁,金牌,9.5,1944,4.4,小程序
NN20250131000379,2025-01-31 14:36,江南,融晟公园大地,开荒保洁,金牌,7.5,1329,4.1,小程序
NN20250121000380,2025-01-21 11:43,西乡塘,瀚林华府,深度清洁,熟练,6.0,483,4.1,美团
NN20250113000381,2025-01-13 18:47,兴宁,瀚林山水源,深度清洁,新手,4.0,249,4.0,小程序
NN20250107000382,2025-01-07 15:47,青秀,蓝山上城,日常保洁,新手,3.5,199,3.1,APP
NN20250125000383,2025-01-25 16:02,邕宁,合景天峻广场,深度清洁,熟练,8.0,727,4.9,APP
NN20250109000384,2025-01-09 14:14,兴宁,盛天东郡,日常保洁,熟练,4.5,244,3.9,小程序
NN20250122000385,2025-01-22 10:29,武鸣,九个半岛,日常保洁,新手,4.5,261,4.2,美团
NN20250109000386,2025-01-09 11:17,江南,昌泰鑫金绿洲,日常保洁,新手,4.0,187,3.8,APP
NN20250113000387,2025-01-13 12:28,青秀,华润幸福里,家电清洗,熟练,3.5,352,4.2,APP
NN20250126000388,2025-01-26 10:30,兴宁,盛天东郡,深度清洁,新手,5.5,363,3.8,小程序
NN20250116000389,2025-01-16 12:16,江南,昌泰鑫金绿洲,日常保洁,新手,3.5,159,4.7,美团
NN20250109000390,2025-01-09 13:23,江南,汇东星城,日常保洁,熟练,4.0,221,4.4,小程序
NN20250121000391,2025-01-21 18:34,青秀,山水方园,日常保洁,新手,4.0,226,3.7,58到家
NN20250131000392,2025-01-31 10:55,青秀,山水方园,家电清洗,熟练,3.0,337,3.7,电话
NN20250111000393,2025-01-11 18:18,西乡塘,昌泰清华园,深度清洁,新手,4.5,306,4.4,58到家
NN20250106000394,2025-01-06 08:08,西乡塘,正恒国际广场,家电清洗,熟练,1.5,142,3.9,美团
NN20250129000395,2025-01-29 15:35,青秀,山水方园,日常保洁,熟练,3.0,180,4.5,美团
NN20250108000396,2025-01-08 19:18,江南,绿港阳光城,日常保洁,金牌,3.0,186,3.8,APP
NN20250116000397,2025-01-16 15:55,江南,汇东星城,深度清洁,新手,6.0,391,4.0,小程序
NN20250114000398,2025-01-14 16:40,西乡塘,正恒国际广场,家电清洗,熟练,2.0,140,3.4,58到家
NN20250105000399,2025-01-05 08:33,兴宁,盛天东郡,日常保洁,熟练,3.0,172,4.4,电话
NN20250110000400,2025-01-10 17:14,兴宁,恒大华府,日常保洁,熟练,4.5,239,4.2,美团
NN20250113000401,2025-01-13 14:14,良庆,阳光新城,深度清洁,熟练,7.0,612,3.7,小程序
NN20250109000402,2025-01-09 14:12,邕宁,世茂茂御府,日常保洁,新手,4.0,207,3.6,小程序
NN20250118000403,2025-01-18 08:11,武鸣,万隆国际,日常保洁,熟练,5.0,325,4.0,美团
NN20250126000404,2025-01-26 13:29,西乡塘,大嘉汇尚悦,日常保洁,金牌,6.0,342,4.3,APP
NN20250116000405,2025-01-16 10:12,邕宁,南宁宝能城市广场,开荒保洁,金牌,5.5,1119,3.4,美团
NN20250102000406,2025-01-02 11:29,兴宁,瀚林山水源,深度清洁,金牌,6.0,565,4.2,58到家
NN20250121000407,2025-01-21 19:02,兴宁,恒大华府,深度清洁,新手,5.0,310,4.2,APP
NN20250121000408,2025-01-21 14:20,青秀,山水方园,日常保洁,新手,4.5,228,4.4,美团
NN20250116000409,2025-01-16 19:38,青秀,山水方园,日常保洁,新手,3.0,166,4.1,电话
NN20250121000410,2025-01-21 10:44,江南,盛天领域,日常保洁,新手,5.0,246,3.9,APP
NN20250115000411,2025-01-15 19:12,青秀,龙光君御华府,日常保洁,新手,5.0,271,3.9,58到家
NN20250106000412,2025-01-06 16:22,良庆,港保苑,日常保洁,金牌,5.5,370,3.8,美团
NN20250110000413,2025-01-10 12:34,良庆,天誉花园,开荒保洁,熟练,7.0,986,3.7,小程序
NN20250103000414,2025-01-03 18:34,兴宁,保利山渐青,深度清洁,熟练,6.0,477,3.8,58到家
NN20250105000415,2025-01-05 10:55,青秀,保利21世家,深度清洁,新手,4.5,351,3.9,小程序
NN20250126000416,2025-01-26 18:03,良庆,华润二十四城,家电清洗,熟练,2.5,336,3.7,APP
NN20250102000417,2025-01-02 19:04,邕宁,中铁交通天地明珠,家电清洗,金牌,2.5,320,2.9,小程序
NN20250121000418,2025-01-21 10:35,兴宁,金源城,开荒保洁,熟练,6.5,809,4.0,小程序
NN20250118000419,2025-01-18 14:32,良庆,龙光玖珑湖,深度清洁,熟练,7.5,682,4.2,小程序
NN20250121000420,2025-01-21 14:52,西乡塘,昌泰清华园,日常保洁,熟练,4.0,218,3.7,小程序
NN20250115000421,2025-01-15 15:25,青秀,荣和大地,家电清洗,熟练,3.0,365,4.1,58到家
NN20250101000422,2025-01-01 19:52,良庆,碧水天和,深度清洁,熟练,6.5,528,4.8,58到家
NN20250109000423,2025-01-09 13:56,西乡塘,龙光水悦龙湾,日常保洁,新手,4.0,191,3.8,美团
NN20250116000424,2025-01-16 19:44,江南,盛天领域,深度清洁,新手,5.0,327,4.4,美团
NN20250125000425,2025-01-25 14:26,武鸣,红岭小区,家电清洗,新手,2.5,291,3.7,美团
NN20250102000426,2025-01-02 13:34,江南,金湾花城,深度清洁,新手,3.0,201,4.2,58到家
NN20250120000427,2025-01-20 17:32,青秀,龙光君御华府,日常保洁,熟练,3.5,205,3.9,小程序
NN20250117000428,2025-01-17 14:49,西乡塘,人和莱茵鹭湖,深度清洁,新手,4.0,262,4.3,小程序
NN20250117000429,2025-01-17 11:15,青秀,山水方园,深度清洁,熟练,6.5,554,4.1,58到家
NN20250121000430,2025-01-21 08:49,良庆,合景天汇广场,深度清洁,金牌,6.0,576,4.5,美团
NN20250107000431,2025-01-07 18:23,青秀,蓝山上城,家电清洗,新手,1.0,140,4.0,电话
NN20250123000432,2025-01-23 09:19,江南,龙光普罗旺斯,日常保洁,熟练,3.5,190,3.9,APP
NN20250120000433,2025-01-20 19:09,西乡塘,大嘉汇尚悦,日常保洁,金牌,4.5,264,3.9,美团
NN20250115000434,2025-01-15 18:00,青秀,塞纳维拉花园,日常保洁,金牌,5.0,367,3.7,美团
NN20250121000435,2025-01-21 14:14,武鸣,红岭小区,家电清洗,熟练,3.0,350,3.6,美团
NN20250102000436,2025-01-02 11:59,江南,金湾花城,深度清洁,熟练,4.0,321,3.8,58到家
NN20250117000437,2025-01-17 12:51,青秀,莱茵湖畔,家电清洗,金牌,4.5,609,4.5,小程序
NN20250122000438,2025-01-22 10:05,西乡塘,大唐天城,家电清洗,熟练,3.0,286,4.7,美团
NN20250110000439,2025-01-10 17:21,江南,绿港阳光城,日常保洁,新手,4.0,197,3.9,APP
NN20250105000440,2025-01-05 10:41,武鸣,恒泰丽园,日常保洁,熟练,6.0,230,2.6,58到家
NN20250124000441,2025-01-24 08:48,良庆,阳光新城,家电清洗,新手,2.5,264,4.1,小程序
NN20250125000442,2025-01-25 17:39,良庆,南宁恒大名都,深度清洁,熟练,5.0,402,4.4,美团
NN20250105000443,2025-01-05 17:30,西乡塘,瀚林华府,日常保洁,熟练,4.5,154,3.5,美团
NN20250131000444,2025-01-31 14:14,兴宁,保利山渐青,开荒保洁,新手,6.0,519,3.8,APP
NN20250111000445,2025-01-11 11:27,良庆,天誉花园,深度清洁,金牌,7.0,696,3.4,电话
NN20250123000446,2025-01-23 08:33,青秀,凤岭春天,开荒保洁,新手,6.0,560,3.9,58到家
NN20250118000447,2025-01-18 18:03,青秀,凤岭春天,日常保洁,新手,4.5,243,4.5,58到家
NN20250105000448,2025-01-05 18:28,青秀,万正鸣翠谷,日常保洁,熟练,6.0,383,4.2,美团
NN20250115000449,2025-01-15 08:11,江南,融晟公园大地,家电清洗,新手,1.5,117,4.0,小程序
NN20250123000450,2025-01-23 15:40,良庆,碧水天和,开荒保洁,熟练,8.0,1086,3.8,美团
NN20250102000451,2025-01-02 10:58,良庆,融创九棠府,家电清洗,新手,1.5,131,3.9,美团
NN20250110000452,2025-01-10 18:11,青秀,华润幸福里,家电清洗,新手,2.5,246,3.2,58到家
NN20250119000453,2025-01-19 18:30,江南,保利城,日常保洁,熟练,3.5,190,4.1,小程序
NN20250112000454,2025-01-12 08:09,邕宁,南宁宝能城市广场,日常保洁,新手,3.0,78,3.2,美团
NN20250122000455,2025-01-22 19:44,西乡塘,大唐天城,日常保洁,熟练,4.5,258,3.7,美团
NN20250103000456,2025-01-03 14:53,江南,汇东星城,深度清洁,新手,5.5,348,4.3,58到家
NN20250107000457,2025-01-07 17:03,青秀,蓝山上城,家电清洗,熟练,1.5,176,3.9,小程序
NN20250128000458,2025-01-28 13:16,江南,昌泰鑫金绿洲,日常保洁,新手,4.0,190,3.6,小程序
NN20250106000459,2025-01-06 17:14,西乡塘,龙光水悦龙湾,日常保洁,新手,4.5,201,4.6,APP
NN20250111000460,2025-01-11 18:13,青秀,盛天茗城,开荒保洁,新手,3.0,272,4.2,小程序
NN20250104000461,2025-01-04 13:25,西乡塘,昌泰清华园,家电清洗,金牌,2.5,396,3.9,电话
NN20250105000462,2025-01-05 18:29,邕宁,合景天峻广场,深度清洁,金牌,7.5,710,4.2,小程序
NN20250122000463,2025-01-22 13:35,江南,融晟公园大地,深度清洁,新手,5.5,371,4.2,美团
NN20250113000464,2025-01-13 18:34,邕宁,万丰新新传说,日常保洁,新手,4.5,228,3.9,APP
NN20250109000465,2025-01-09 14:05,江南,融晟公园大地,日常保洁,金牌,4.0,244,4.3,美团
NN20250103000466,2025-01-03 15:32,青秀,凤岭春天,家电清洗,新手,1.5,132,4.1,APP
